profitable:JJ	লাভজনক
repackaging:NN	পুনরায় মোড়কে ভরা
buyer:NN	ক্রেতা
borrower:NN	ঋণগ্রহীতা
investor:NN	বিনিয়োগকারী
funniest:JJS	হাস্যকর
vehicle:NN	যান
pooling:NN	একত্রীকরণ
capital:NN	পুঁজি
biblical:JJ	বাইবেলিয়
abraham:NP	আব্রাহাম
promise:NN	প্রতিজ্ঞা
conjugal:JJ	দাম্পত্য
buttock:NN	পাছা
wicker:NN	কঞ্চি
outback:NN	বিচ্ছিন্ন গ্রাম্য এলাকা
wretch:NN	হতভাগ্য লোক
conidia:NN	কনিডিয়া
buttress:VV	মদত দেওয়া
dragnet:NN	টানাজাল
haul:VV	বহন করা
earthbound:JJ	পৃথিবী অভিমুখী
digest:VV	হজম করা
clerk:NN	করণীক
incalculable:JJ	অপরিমেয়
tablespoon:NN	বড় চামচ
dudgeon:NN	ক্রোধ
dudgeon:NN	অবদমিত ক্ষোভ
transferrable:JJ	প্রেরনযোগ্য
incalculable:JJ	অবিগণৎ
monotonous:JJ	একঘেয়ে
fluid:NN	তরল
brothel:NN	পতিতালয়
staunchly:RB	দৃঢ়ভাবে
abeam:RB	জাহাজের দৈর্ঘ্যের সমকোণে
plow:VV	উলটানো
palazzo:NN	নজরকারা দালানকোঠা
congee:NN	চালের পায়েস
ruleset:NN	নীতিবিন্যাস
synopsis:NN	সারাংশ
foundation:NN	প্রতিষ্ঠান
baboon:NN	বেবুন
uploaded:JJ	আপলোডকৃত
adventurer:NN	অভিযাত্রী
disagreement:NN	অনৈক্য
dispute:NN	সংঘাত
resolution:NN	নিরসন
jaguar:NN	জাগুয়ার
pollute:VV	দূষিত করা
koala:NN	কোয়ালা
educational:JJ	শিক্ষা সংক্রান্ত
pig:NN	শূকর
animals:NNS	প্রাণী
pigs:NNS	শূকর
suidae:NP	সুইডে
everyday:JJ	প্রাত্যহিক
boar:NN	বন্য শূকর
parlance:NN	কথাবার্তা
virulence:NN	তীব্রতা
flounder:VV	হাক পাক করা
cocaine:NN	কোকেন
llama:NN	লামা
hardware:NN	হার্ডওয়্যার
political.science:NN	রাষ্ট্রবিজ্ঞান
columbia:NP	কলাম্বিয়া
harvard.law.school:NP	হার্ভার্ড ল স্কুল
senator:NN	সেনেট সদস্য
sue:NN	আদালতে মামলা করা
references:NNS	তথ্যসূত্র
huddle:VV	গাদাগাদী করে থাকা
cholera:NN	কলেরা
deferred:JJ	বিলম্বিত
year:NN	বছর
preservative:JJ	সংরক্ষক
pulp:NN	মন্ড
production:NN	উৎপাদন
soaps:NNS	সাবান
fabric:NN	কাপড়
worthy:JJ	যোগ্য
topics:NNS	বিষয়বস্তু
dependent:JJ	আশ্রিত
notable:JJ	উল্লেখযোগ্য
notice:NN	বিজ্ঞপ্তি
merit:NN	যোগ্যতা
merits:NNS	যোগ্যতা
presume:VV	ধরে নেওয়া
trivial:JJ	সামান্য
promo:NN	প্রচারণা
substantial:JJ	প্রামান্য
faint:JJ	ক্ষীণ
pillar:NN	অবলম্বন
infringement:NN	বিধিলঙ্ঘন
narrowly:RB	অল্পের জন্য
word:VV	শব্দে প্রকাশ করা
reputation:NN	খ্যাতি
congruent:JJ	সমাপতিত
pageantry:NN	চমকপ্রদ
citywide:JJ	নগরব্যপী
synchronus:NN	যুগপৎ
snakes:NNS	সাপ
communism:NN	বামপন্থা
prowess:NN	দক্ষতা
skills:NNS	দক্ষতা
routine:JJ	স্বাভাবিক
use:NN	ব্যবহার
shaded:JJ	প্রচ্ছায়িত
license:NN	লাইসেন্স
though:RB	যদিও
photographer:NN	চিত্র গ্রাহক
whenever:RB	যখনই
fueloil:NN	জ্বালানী তেল
geological:JJ	ভূতাত্ত্বিক
salauddin:NP	সালাউদ্দিন
laxmipadua:NP	লক্ষীপদুয়া
salinity:NN	লবণতা
sixteen:CD	ষোল
nineteen:CD	উনিশ
halcyon:NN	মাছরাঙা
deserve:VV	যোগ্য হওয়া
horseman:NN	ঘোড়সওয়ার
admiral:NN	নৌ-সেনাপতি
ihtimam:NP	ইহতিমাম
isfahan:NP	ইসফাহান
gifts:NNS	উপহার
argue:VV	যুক্তি দেখানো
argue:VV	বাদানুবাদ করা
skirmishing:NN	দুই দলের মধ্যে লড়াই
excavation:NN	খনন
proclaim:VV	মতপ্রদান করা
realistic:JJ	বাস্তবসম্মত
relaxation:NN	অবকাশ যাপন
willing:JJ	ইচ্ছুক
watermelon:NN	তরমুজ
promising:JJ	আশাপ্রদ
promising:JJ	অঙ্গীকারপূর্ণ
porn:JJ	অশ্লীল
rigid:JJ	কঠিন
pleat:NN	পোশাকের ভাঁজ
pleated:JJ	পাট করা
brainwashing:NN	মগজধোলাই
saunf:NN	মৌরি
aggressiveness:NN	আগ্রাসনতা
salty:JJ	লবণাক্ত
forborne:VV	বিরত থাকা
charge:NN	মূল্য
vulnerable:JJ	ভেদ্য
derivative.works:NN	মৌলিক নয় এমন কার্যাবলী
ambiguity:NN	দ্ব্যর্থকতা
crow:VV	কর্কশধ্বনি করা
high.standard:NN	উচ্চ মান
bedrooms:NNS	শোবার ঘর
candidates:NNS	আবেদনকারী
standard:JJ	মান
originator:NN	উদ্ভাবক
trademark:NN	ট্রেডমার্ক
polluting:JJ	দূষণকারী
new.york.city:NP	নিউ ইযর্ক শহর
senate:NN	সেনেট
publications:NNS	প্রকাশনা
size:NN	আকার
stiff:JJ	অনমনীয়
coalition:NN	জোট
seawater:NN	সমুদ্রের জল
detergent:NN	ডিটার্জেন্ট
nonessential:JJ	অপ্রয়োজনীয়
penthouse:NN	ঢালু আচ্ছাদন
unencyclopedic:JJ	অবিশ্বকোষীয়
judicial:JJ	বিচার বিষয়ক
medication:NN	ঔষধ
up:NN	উচ্চতর
cuckoo:NN	কোকিল
condiment:NN	স্বাদবর্ধক
evaporation:NN	বাষ্পীভবন
threshold:NN	প্রবেশদ্বার
communicative:JJ	আলাপী
wow:UH	চমৎকার
irritate:VV	জ্বালাতন করা
corny:JJ	গতানুগতিক
corny:JJ	মামূলী
luncheon:JJ	দুপুরের খাবার
brilliance:NN	ঔজ্জ্বল্য
build:VVP	তৈরি করা
build:VVP	গড়া
build:VVP	বানানো
earn:VV	অর্জন করা
earn:VV	কামানো
mildly:RB	শান্তুভাবে
mildly:RB	মৃদুভাবে
weird:JJ	অদ্ভুত
judicially:RB	আইন মাফিক
dimwitted:JJ	কম বুদ্ধিসম্পন্ন
dimwitted:JJ	বোকা
crowning:JJ	সমাপ্তিসূচক
crowning:JJ	নিখুঁৎ পর্যায়ে নিয়ে যাওয়া
vengeance:NN	প্রতিশোধ
vengeance:NN	প্রতিহিংসা
idolize:VVP	আরাদ্ধ বস্তুতে পরিণত করা
idolize:VVP	দেবতা জ্ঞানে পুজা করা
antibody:NN	অ্যান্টিবডি
exaggeration:NN	অতিরঞ্জন
exaggeration:NN	অতিকথন
abortive:JJ	ব্যর্থ
abortive:JJ	ভন্ডুল
abortive:JJ	অসফল
blemish:NN	দাগ
blemish:NN	নৈতিক ত্রুটি
tolerable:JJ	সহনীয়
tolerable:JJ	চলনসই
love:NN	প্রীতি
love:NN	স্নেহ-মমতা
emphysema:NN	এমফিসীমা
yodel:VV	সুইস পর্বত অভিযাত্রীদের অনুকরণে গান গাওয়া
yodel:VV	সাঙ্গীতিকভাবে কাউকে আহ্বান জানানো
thereto:RB	তৎপ্রতি
thereto:RB	তৎসঙ্গে
thereto:RB	অধিকন্তু
contemporary:JJ	সমসাময়িক
corniest:JJS	মামুলি
corniest:JJS	গতানুগতিক
enjoin:VV	আদেশ প্রদান করা
enjoin:VV	নির্দেশ দান করা
doom:NN	দন্ডাদেশ
pervasiveness:NN	পরিব্যাপকতা
ahmed.ataul.hakim:NP	আহমেদ আতাউল হাকিম
financial.crisis:NN	অর্থনৈতিক সংকট
nine:CD	নয়
reliably:RB	নির্ভরযোগ্যভাবে
individual:JJ	স্বতন্ত্র
aims:NNS	উদ্দেশ্য
individual.editor:NN	স্বতন্ত্র সম্পাদক
metaphysical:JJ	অধিবিদ্যক
websites:NNS	ওয়েবসাইট
midlevel:JJ	মাঝারি
reactivation:NN	পুনঃচালুকরণ
nine:CD	নয়
cancellation:NN	বাতিলকরণ
registrar:NN	রেজিস্ট্রার
registrant:NN	নিবন্ধনকারী
patient:NN	ধৈর্য্যধারণকারী
ebook:NN	ইলেক্ট্রনিক বই
adventures:NNS	অভিযান
juices:NNS	রস
outlawed:JJ	সমাজ থেকে বহিষ্কৃত
typical:JJ	প্রতিরুপ
withal:RB	আরও
withal:RB	একসঙ্গে
voucher:NN	রসিদ
voucher:NN	প্রমাণপত্র
voucher:NN	প্রমাণক
voucher:NN	ভাউচার
wanton:JJ	খেয়ালী
wanton:JJ	রঙ্গপ্রিয়
wanton:JJ	অসংযত
wanton:JJ	উচ্ছুঙ্খল
wanton:JJ	অবাধ্য
wanton:JJ	অকারণ
waive:VV	অধিকার পরিত্যাগ করা
vitality:NN	জীবনী শক্তি
visa:NN	বিদেশে প্রবেশের অনুমতিপত্র
waddle:NN	হেলেদুলে চলা
youth:NN	তারুণ্য
youth:NN	যৌবন
x:NN	ইংরেজী বর্ণমালার চতুর্বিংশ বর্ণ
virtually:RB	ফলতঃ
virtually:RB	কার্যত
wager:NN	বাজি
wager:NN	পণ
viscera:NNS	ভিশেরা
viscera:NNS	অন্তর্যন্ত্র
walnut:NN	আখরোট
walnut:NN	আখরোট গাছ বা আখরেট ফল
virago:NN	কলহপ্রিয় স্ত্রীলোক
virago:NN	উগ্রচন্ড রমণী
wrangle:VV	ঝগড়া করা
yard:NN	এক গজ
weapon:NN	অস্ত্রশস্ত্র
weapon:NN	বর্ম
whisky:NN	হুইস্কি
whisky:NN	উগ্র মদ্যবিশেষ
zend:NP	ইরানের প্রাচীন ভাষাবিশেষ
visible:JJ	দৃষ্টিগোচার
visible:JJ	সুস্পষ্ট
wheedle:NN	নরম কথায় প্রলোভিত করা
wish:VVP	ইচ্ছা করা
wish:VVP	অভিলাষ করা
vocation:NN	বৃত্তি
vocation:NN	ব্যবসায়
wit:NN	বোধশক্তি
wit:NN	বুদ্ধি
wit:NN	রসজ্ঞ ব্যক্তি বা রসিক লোক
who:WP	কে বা কারা
who:WP	যে বা যারা
zone:NN	মেখলা
zone:NN	কটিবন্ধ
wind:NN	বাতাস
wind:NN	হওয়া
wheat:NN	গম
virgin:JJ	বিশুদ্ধ
wrench:VV	প্রচন্ড মোচড়
wrench:VV	নাট ঘুরাবার যন্ত্র
wrench:VV	রেঞ্চ
wrap:VV	গুটান
wrap:VV	ভাঁজ করা
wrap:VV	মোড়া
wrap:VV	ঢাকা
whey:NN	ছানার জল
whey:NN	ঘোল
wire-rope:JJ	ইস্পাতের তৈরি দড়ি
wife:NN	পত্নী
wont:JJ	অভ্যস্ত
walk:VV	হেঁটে বেড়ানো
walk:VV	হাঁটানো
whelp:NN	কুকুরছানা
whelp:NN	সিংহ প্রভৃতি পশুর শাবক
whelp:NN	কুকুর শাবক
wicket:NN	দু’দিকের উইকেটের মধ্যবর্তী ঘাসে-ঢাকা জমি
wig:NN	পরচুলা
youthful:JJ	তারুণবয়স্ক
virginity:NN	কুমারী অবস্থা
warrior:NN	মহান সৈনিক
yew:NN	ফচিরসবুজ বৃক্ষবিশেষ
wretch:NN	হতভাগ্য লোক
wretch:NN	দুরাত্মা
wail:VV	বিলাপ করা
wail:VV	হা-হুতাশ করা
welcome:JJ	স্বাগতম
welcome:JJ	সাদরে অভ্যর্থনা করা
whore:NN	বেশ্যা
whore:NN	অসতী রমণী
war-cry:JJ	রণধ্বনি
waylay:VV	পথে ওত পাতিয়া থাকা
wood:NN	কাষ্ঠ
wood:NN	বন
wax:NN	মোম
wiry:JJ	তারনির্মিত
wiry:JJ	তারের মত
wiry:JJ	মাংসপেশী বহুল
woodpecker:NN	কাঠঠোকরা পাখি
yuletide:NN	বড়দিনের উৎসব
visiting:VVG	দেখা-সাক্ষাৎ সম্বন্ধীয়
wheel:NN	চক্র
wheel:NN	গাড়ির চাকা
wardrobe:NN	পোশাক
wardrobe:NN	জামাকাপড় রাখার আলমারি
wench:NN	বালিকা
wench:NN	যুবতী (বিশেষতঃ পল্লী বালিকা বা দাসী)
wary:JJ	সাবধানী
window:NN	বাতায়ন
violence:NN	তীব্রতা
violence:NN	প্রচন্ডতা
violence:NN	বলপ্রয়োগ
vintner:NN	শুঁড়ী
whip:VV	চাবুক দিয়ে আঘাত করা
whip:VV	বেত্রাঘাত করা
wound:NN	ঘা
vineyard:NN	আঙ্গুরের ক্ষেত
vineyard:NN	দ্রাক্ষাক্ষেত্র
waiting-room:NN	বিশ্রামাগার
waiting-room:NN	প্রতীক্ষালয়
wild:JJ	বুনো
wild:JJ	প্রচন্ড
wild:JJ	উন্মত্ত
vulture:NN	শকুন
vulture:NN	গৃধ্র
zany:JJ	ভাড়
wiring:NN	ওয়ারিং
wiring:NN	বৈদ্যুতিক প্রবাহ ইত্যাদির জন্য তার ব্যবস্থা
visionary:JJ	কাল্পনিক
visionary:JJ	কল্পনাপ্রবণ
wain:NN	গাড়ি
wain:NN	মালবাহী-শকট
violinist:NN	বেহালা বাদক
whole:JJ	সম্পূূর্ণ
whole:JJ	অখন্ড
whole:JJ	সমগ্র
whole:JJ	অক্ষত
whole:JJ	অটুট
voltage:NN	ভোল্ট একক দ্বারা পরিমিত তড়িৎ প্রবাহ
vomit:VVP	বমি
vomit:VVP	বমন
way-side:JJ	রাস্তার পার্শ্ব
yoke:NN	জোয়াল
yule:NN	বড়দিনের উৎসব
whine:NN	ঘ্যানঘ্যান
whine:NN	একঘেয়ে কান্না
zebra:NN	জেবরা
whom:WP	যাকে
whom:WP	যাহাকে
whom:WP	কাকে
whom:WP	কাহাকে
violation:NN	অমান্য
wind-up:VV	পরিসমাপ্তি
wince:VV	পিছিয়ে আসা
wince:VV	ছটফট করা
vowel:NN	স্বরধ্বনি
whimper:NN	প্যান প্যান করা
whimper:NN	ঘ্যানঘ্যানানি
wreak:VV	প্রকাশ করা কাজে পরিনত করা
yourself:PP	স্বয়ং
yourself:PP	আপনাকে
yourself:PP	তুমি
yourself:PP	তুমিই
yourself:PP	আপনি
yourself:PP	আপনিই
vitreous:JJ	কাচময়
vitreous:JJ	কাচসম্বন্ধীয়
vitreous:JJ	কাচের তৈরি
visard:NN	মুখোমুখি
visard:NN	বিপরীত
visard:NN	সামনাসামনি
war-horse:JJ	যুদ্ধাশ্ব
war-horse:JJ	অত্যন্ত অভিজ্ঞ ব্যক্তি
worn:JJ	শীর্ণ
worn:JJ	জীর্ণ
violet:NN	বেগুণী
violet:NN	বেগুণী রঙের ছোট ফুলবিশেষ
voice:NN	কন্ঠস্বর
voice:NN	মতপ্রকাশ
yield:VV	ত্যাগ করা
vulnerable:JJ	ভেদ্য
vulnerable:JJ	আহত বা ক্ষত করা যায় এমন
wan:JJ	পান্ডুবর্ণ
wan:JJ	ফেকাশে
wan:JJ	রোগজীর্ণ
wan:JJ	অবসন্ন
volt:NN	ভোল্ট
volt:NN	তড়িৎবিভব পরিমাপের একক
weevil:NN	শক্ত খোলা যুক্ত ছোট গুবরে পোকা বিশেষ
wrinkle:NN	কোঁচকানো চামড়া
wrinkle:NN	বলিরেখা
wearing:JJ	পরিধেয়
wednesday:NN	বুধবার
when:WRB	কখন
when:WRB	সে থেকে
wont:NN	অভ্যাস
whose:WP$	কাহার
whose:WP$	কাহাদের
whose:WP$	যাহার
whose:WP$	যাহাদের
virtuous:JJ	ধার্মিক
virtuous:JJ	ন্যায়পরায়ণ
virtuous:JJ	সদগুনসম্পন্ন
wed:VVN	বিয়ে করা
vixen:VVN	স্ত্রী-শেয়াল
vixen:VVN	শেয়ালী
vocative:NN	সম্বোধন পদ
with:IN	সঙ্গে
with:IN	সাথে
with:IN	সহিত
watch:VV	নিরীক্ষণ করা
watch:VV	লক্ষ্য রাখা
watch:VV	পাহারা দেওয়া
vote:NN	নির্বাচন
voluminous:JJ	বৃহদায়তন
voluminous:JJ	বহুখন্ডে গঠিত
wring:VV	মোচড়ানো
wring:VV	নিংড়ান
wring:VV	নিস্পেষণ করা
way-in:JJ	প্রবেশ পথ
waul:VV	বিড়ালের মত ডাকা
vine:NN	আঙ্গুর গাছ
vine:NN	দ্রাক্ষালতা
xebec:NN	তিন মাস্তুলের ছোট জাহাজবিশেষ
wrest:VV	জোর মোচড় দিয়া টানা বা ভাঙ্গা
wrest:VV	বিকৃত করা
worth:JJ	মূল্য
worth:JJ	যোগ্যতা
worth:JJ	গুরুত্ব
wanting:JJ	অভাবপূর্ণ
wanting:JJ	ক্রটিপূর্ণ
zeppelin:NN	পজেপলিন
yak:NN	চমরী গাই
yak:NN	তিব্বতীয় গরুবিশেষ
way:NN	উপায়
vortex:NN	জলের ঘূণি
vortex:NN	আবর্ত
vortex:NN	পাক
wick:NN	পলতে
voluptuary:JJ	ইন্দ্রিয়পরায়ণ ব্যক্তি
voluptuary:JJ	‌বিলাসী ব্যক্তি
wearisome:JJ	শ্রান্তিকর
wearisome:JJ	বিরক্তিকর
wallet:NN	মানিব্যাগ
wallet:NN	টাকা ও কাগজপত্র রাখার পকেট ব্যাগ
wilderness:NN	জনহীন
wilderness:NN	প্রান্তর
wilderness:NN	মরুভূমি
withhold:VV	পেছনে টেনে রাখা
withhold:VV	সংযত করা
withhold:VV	আটকানো
weird:JJ	ভারী
weird:JJ	বিরক্তিকর
weird:JJ	দুর্বহ
weird:JJ	প্রয়োজনীয়
weird:JJ	গুরুত্বপর্ণ
witness-box:NN	কাঠগড়া
warn:VV	সতর্ক করা
wage:VV	শুরু করা
wage:VV	(সমর বা প্রচার অভিযান) শুরু করা
vulgarity:NN	অশ্লীল রীতিনীতি
vulgarity:NN	অশিষ্ট
vulgarity:NN	অশিষ্ট আচার ব্যবহার
word:NN	কথা
word:NN	সংবাদ
word:NN	প্রতিশ্রুতি
zest:NN	স্বাদজনক বা স্বদবর্ধক বস্তু
wallop:VV	প্রহার করা
wean:VV	মাই ছাড়ানো
wean:VV	বদাভ্যাস ত্যাগ করানো
wording:NN	বাক্যে কথন
wording:NN	বাক্যে প্রকাশের ধারা বা প্রণালী
worsted:JJ	পশমী সূতা
windward:RB	বায়ুর দিকে
within:IN	ভিতরে
within:IN	সীমার মধ্যে
westerner:NN	পশ্চিমা লোক
westerner:NN	পাশ্চাত্ত্যদেশীয়
wood-cutter:JJ	কাঠুরিয়া
wood-cutter:JJ	যে কাঠ কাঠে
wheelbarrow:NN	এক চাকার ঠেলাগাড়ি
width:NN	বিস্তৃতি
width:NN	ব্যাপকতা
winsome:JJ	চিত্তাকর্ষক
winsome:JJ	মনোহর
wrist:NN	কজি
wrist:NN	মণিবন্ধ
whelm:VV	অভিভূত করা
wayward:JJ	একগুয়ে
woodwork:NN	কাঠের তৈরি জিনিস
warp:NN	মোচড়ানো
warp:NN	তাতের টানা সুতা
wipe:VV	মোছা
wipe:VV	মুছে পরিস্কার করা
voile:NN	অতি সূক্ষ্ম সূতী
voile:NN	পশমী বা রেশমী কাপড়
willow:NN	উইলো
willow:NN	বৃক্ষ-বিশেষ
wink:VV	চোখ পিটপিট করা
wink:VV	চোখ টিপে ইশারা বা সৃঙ্কেত করা
whart:NN	ঘাট
whart:NN	জোটি
voyage:NN	সমুদ্রযাত্রা
voyage:NN	জলপথে ভ্রমণ
yearling:JJ	এক বছর হতে দুই বছর বয়সের জন্তু
ware:NN	পণ্য
ware:NN	মাটি বা চীনামাটির তৈরি পাত্র
ware:NN	দ্রব্যাদি
wool:NN	পশম
world:NN	পৃথিবী
world:NN	জগৎ
world:NN	দুনিয়া
waist:NN	কটি
vivacity:NN	প্রাণময়তা
vivacity:NN	উৎফুল্লতা
well:NN	কুয়া
well:NN	কূপ
weather-proof:JJ	জলবায়ু প্রতিরোধী
vituperate:VV	নিন্দা করা
vituperate:VV	গালাগালি দেওয়া
wasp:NN	বোলতা
wasp:NN	ভিমরুল
wherry:NN	ডিঙ্গি-নৌকা
wherry:NN	পানসি
vindictive:JJ	প্রতিহিংসাপরায়ণ
wealth:NN	ধন
west:NN	পশ্চিমদিক
west:NN	পশ্চিমদিগস্থ
wisdom:NN	জ্ঞান
wisdom:NN	পান্ডিত্য
wisdom:NN	বিচক্ষণতা
wisdom:NN	প্রজ্ঞা
worse:JJR	আরও খারাপ
virtue:NN	ধর্ম
virtue:NN	সদগুণ
virtue:NN	নৈতিক উৎকর্ষ
word-book:JJ	যে পুস্তকে শব্দের সংগ্রহ আছে
wrong-doing:NN	অপরাধ
walrus:NN	সিন্ধুঘোটক
walrus:NN	সামুদ্রিক প্রাণী বিশেষ
waiter:NN	খাদ্য পরিবেশক
waiter:NN	প্রতীক্ষাকারী
work:NN	কর্ম
work:NN	শারীরিক বা মানসিক শ্রম
work:NN	কৃতকর্ম
work:NN	বৃত্তি
wantonness:NN	কামুকতা
wantonness:NN	বিলাস
wantonness:NN	অমনযোগিতা
washable:JJ	ধোওয়া যায় এমন
zinnia:NN	ফুলের গাছবিশেষ
worst:JJS	সবচেয়ে খারাপ
worst:JJS	নিকৃষ্টতম
yelp:NN	কুকুরের মত ডাকা
yelp:NN	ঘেউঘেউ করা
winter:NN	শীতঋতু
witty:JJ	রসিক
witty:JJ	বিচক্ষণ
witty:JJ	বিজ্ঞ
zionism:NN	প্যালেস্টাইনে ইহুদিদের পুনর্বাসনের আন্দোলন
wither:VV	শুকিয়ে যাওয়া
wither:VV	ম্নান হওয়া
wreck:NN	বিণাশ
wreck:NN	ধ্বংস
wag:VV	ইতস্ততঃ নাড়ানো
where:WRB	যেথায়
worry:VV	উদ্ধিগ্ন হওয়া
your:PP$	তোমার
your:PP$	তোমাদের
your:PP$	আপনার
your:PP$	আপনাদের
your:PP$	তোর
your:PP$	তোদের
visitation:NN	যাজকীয় পরিদর্শন
visitation:NN	দৈবানুগ্রহ
waken:NN	জাগা
waken:NN	জাগানো
wedge:NN	গোঁজ
wedge:NN	খোঁটা
wedge:NN	কীলক
weed:NN	আগাছা
willynilly:RB	বাধ্যতামূলকভাবে
wrong:JJ	ভুল
wrong:JJ	অন্যায়
wrong:JJ	মিথ্যা
wrong:JJ	ভ্রান্ত
wrong:JJ	অশুদ্ধ
wile:NN	ছল
wittingly:RB	জেনেশুনে
wittingly:RB	ইচ্ছাকৃতভাবে
wily:JJ	ধূর্ত
wily:JJ	শঠ
yearly:JJ	বার্ষিক
yearly:JJ	বাৎসরিক
yearly:JJ	বর্ষস্থায়ী
violate:VV	লঙ্ঘন করা
wicker:NN	কঞ্চি
wicker:NN	কঞ্চি নির্মিত
viol:NN	বীণা
viol:NN	বড় বেহালা বিশেষ
vise:NN	ভিসা
vise:NN	প্রবাসাজ্ঞা
windmill:NN	বায়ুচালিত কল
wise:JJ	বিজ্ঞ
wise:JJ	জ্ঞানী
wise:JJ	বিচক্ষণ
yon:RB	ওই
yon:RB	ওখানে
yes:UH	হ্যাঁ
yours:PP	আপনার
yours:PP	আপনাদের
yours:PP	তোমার
yours:PP	তোমাদের
yours:PP	তোর
yours:PP	তোদের
warlike:JJ	সামরিক
warlike:JJ	রণলিপ্সু
warlike:JJ	যুদ্ধার্থ প্রস্তুত
zephyr:NN	মৃদুমন্দ বায়ু
why:WRB	কি জন্য
woe:NN	দুঃখ
woe:NN	দুর্দশা
warily:RB	সাবধানে
yen:NN	জাপানের মুদ্রাবিশেষ
wry:JJ	পাকানো
wry:JJ	তেরছা
wry:JJ	বিকৃত
virgin:NN	অবিবাহিতা মেয়ে
wash:VV	ধোওয়া
wash:VV	ধৌত করা
woodman:NN	কাঠুরিয়া
woodman:NN	বনরক্ষক
zigzag:NN	আঁকা বাঁকা রেখা
whisper:VV	ফিসফিস করে কথা বলা
whisper:VV	চুপি চুপি বলা
wordy:JJ	শব্দবহুল মৌখিক
wordy:JJ	শব্দময়
weary:JJ	অবসন্ন
weary:JJ	ক্লান্ত
whit:NN	ফোঁটা
whit:NN	বিন্দু
washerman:NN	ধোপা
washerman:NN	রজক
witch:NN	ডাইনী
witch:NN	যাদুকরী
yawn:NN	হাই তোলা
zoroastrian:NN	জোরোয়াস্টার-সম্বনধীয়
void:NN	শূন্য
void:NN	বাতিল
void:NN	অপ্রযোজ্য
weight:NN	ভার
weight:NN	বাটখারা
welfare:NN	কল্যাণ
welfare:NN	উন্নতি
welfare:NN	মঙ্গল
wharfage:NN	জেটি ভাড়া
xylophone:NN	বাদ্যযন্ত্র বিশেষ
worship:VV	পূজা করা
worship:VV	অর্চনা করা
worship:VV	আরাধনা করা
vouch:VV	মতামত দেওয়া
vouch:VV	ভোট দেওয়া
vouch:VV	জামিন হওয়া
vouch:VV	সমর্থন করা
vouch:VV	সাক্ষ্য দেওয়া
waltz:NN	দুই ব্যক্তির ঘুরে ঘুরে নাচা বা নাচানো
younker:NN	যুবক
younker:NN	ছোকরা
wriggle:NN	মোচড় দেওয়া
wriggle:NN	অস্বস্তি বোধ করা
viscous:JJ	চটচটে
viscous:JJ	আঠালো
wet-nurse:JJ	যে ধাত্রী শিশুকে মায়ের বদলে স্তন্য দেয়
wonted:JJ	স্বাভাবিক
yeoman:NN	জোতদার
volition:NN	ইচ্ছা
wake:VV	ঘুম থেকে জাগানো
wake:VV	জেগে থাকা
yester:NN	গতকালকের
yester:NN	গত দিবস
yell:VV	তীব্র চিৎকার করা
zeal:NN	আগ্রহ
voracity:NN	আহারে প্রচন্ড লোভ
yearn:VV	উৎসুক হওয়া
yearn:VV	ইচ্ছা করা
virtual:JJ	ভারচুয়াল
virtual:JJ	ফলতঃ বটে কিন্তু বাহ্যতঃ নয় এমন
visiting-card:JJ	নাম ঠিকানা সংবলিত ছোট কার্ড
wide:JJ	প্রশন্ত
wide:JJ	চওড়া
wide:JJ	বিস্তীর্ণ
wide:JJ	দুরপ্রসারিত
way-out:JJ	বাহিরে যাইবার পথ
wayfarer:NN	পথিক
wayfarer:NN	যাত্রী
vindicative:JJ	সমর্থনকারী
yore:PP$	পুরাকাল
zoology:NN	প্রাণিবিদ্যা
zoology:NN	প্রাণিতত্ত্ব
want:NN	অভাব
want:NN	কমতি
want:NN	ঘাটতি
want:NN	অভাব-গ্রস্ত অবস্থা
wakeful:JJ	জাগ্রৎ
wakeful:JJ	জাগরুক
wakeful:JJ	জাগরিত
wakeful:JJ	সর্তক
while:IN	সময়
while:IN	অল্পক্ষণ
while:IN	কিছু সময়
waning:JJ	ক্ষীণমাণ
waning:JJ	কমিয়া আসিতেছে এমন
yearning:NN	বলবতী ইচ্ছ
zealous:JJ	অত্যন্ত আগ্রহশীল
youngest:JJS	সর্বকনিষ্ঠ
zoo:NN	পশুশালা
zoo:NN	চিড়িয়াখানা
wrathful:JJ	ক্রুদ্ধ
wrathful:JJ	ক্রোধ-প্রকাশক
yam:NN	মিষ্টি আলু
whimsical:JJ	খামখেয়ালী
whimsical:JJ	বাতিকগ্রস্ত
whet:VV	শান দেওয়া
whet:VV	ধার দেওয়া
whet:VV	উত্তেজিত করা
war:VV	লড়াই
war:VV	যুদ্ধ
water:NN	জলাশয়
water:NN	জলভাগ
worm:NN	পোকা
worm:NN	কীট
worm:NN	কৃমি
zealot:NN	অতি গোড়া লোক
warmonger:NN	যুদ্ধ-পিপাসু
warmonger:NN	যে যুদ্ধে প্ররোচিত করে
westward:RB	পশ্চিমাভিমুখে
wax:VV	বৃদ্ধি পাওয়া
wolf:NN	নেকড়েবাঘ
winnow:VV	তুষ ঝাড়া
winnow:VV	পরীক্ষা করা
yankee:NP	মার্কিন
yankee:NP	আমেরিকাবাসী
whilst:IN	যখন
whilst:IN	যতক্ষণ না
zither:NN	তারের বাদ্যযন্ত্রবিশেষ
whale:NN	স্তন্যপায়ী সামুদ্রিক প্রাণী বিশেষ
